timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,scenario_label
2026-08-29T01:55:40.495389Z,37.18.154.156,94.133.218.90,29269,8333,4f818338a2577ebf327e52f003173cd8563e8d5b72db15fcea2c4483795b8477,1aEJxjKqWqW4LywgtAkmwqVr33FBhQsmD2,1LSF2odzTjmrNBi9MfZQSGUFPjsmS7R5kN;1BpcJ8Dv8cZM8UMAYDeobSCNPGzNM7f8xG,1944388,972194;945611,26583,p2pkh,DE,AS714,NORMAL_BASELINE
2026-08-29T03:17:14.495389Z,72.78.44.191,60.126.97.162,56988,8333,b3ca7469d41f060a4184ae080e40acf4ba0b254a04ef339b4e1bcda5b4f48416,bc1ptstj3cs0g6p5zx37f5ws6736ag2dj2002cyh7hj8th0lwfp8hv7erkk2ex,bc1pslzf8hsgr9nflfyx3psw766eks6y9sv5sy3ryagkp7236r2jefv48ng2ku;bc1pm4czazlcuslafflerujh70veq4yyzgatqp5vdz0acsf2u2l3ssucjxgtj3,92054925,46027462;45978869,48594,p2tr,NG,AS3215,NORMAL_BASELINE
2026-08-29T03:52:14.495389Z,56.105.85.132,14.61.62.50,49793,8333,2bb4554d44fc53977f24c7bc515a52164fa20c54323bfc57ddbd14148b3c0d7d,bc1axajtxh2kp50nt7m5kqxhcq0pr9du7fcjw6a97d,bc18d7zwsgtjjfexkwhpz6u5ssdchv7wfx6fg26d02;bc1eu9nxt577nce2sqffzk9e74y8k65mwcwqlu5hny,39513031,19756515;19732807,23709,p2wpkh,US,AS15169,NORMAL_BASELINE
2026-08-29T04:10:03.495389Z,216.126.124.96,58.65.109.91,18927,8333,1676b8e5412a3da193df3e844fcbbe0c33704a32ce23bc53aa6a9e9726d80778,bc1hmyrpz3hmmy222hnxr88ggqgvafx08kxkd3jxll,bc1gjfggx4ygy2sqfkfzhrymura6w2maz57jsd4kc7;bc1prc289rh0xg6mazex5qw0cxv4gcknktljjj9qrf,94000138,47000069;46993154,6915,p2wsh,JP,AS13335,NORMAL_BASELINE
2026-08-29T05:59:57.495389Z,173.2.241.140,227.237.147.179,13324,8333,f53dfaba2b5225e75acd646f580832840b326e1b642c978c9e48c96a09ddca7b,3qxeaq9euCfadY4tQJpcFMNocWFVvthcjo,3spWqLTt3QQKGZMDFRrpT2q4f4NNpSCBoQ;3mV5i8WnG78EE2AZS2ZVKppXVwbGoQFGWN,16549069,8274534;8269916,4619,p2sh,IR,AS13335,NORMAL_BASELINE
2026-08-29T06:24:44.495389Z,152.62.168.131,212.237.80.20,58474,8333,ee0d726b8aceb3d5bc592b96fd589366bc397781e76c4a1f2e56f1b2a465b105,bc1cxlgencqyetnshmyv0mwzp2z2vzannljsqm6ydq,bc1dxt243dwwnua6s66u4tnsraevpc9wmrcjxv94u7;bc1ygen62y76m9dvf6ja34erxwvhxwhqctgakqxuxc,19724058,9862029;9818709,43320,p2wpkh,KR,AS714,NORMAL_BASELINE
2026-08-29T06:26:37.495389Z,7.65.196.33,32.223.10.60,2753,8333,b5ebb3190ab8c9b84d0008e6bdfb44c2f3a92faa66029dc041b33ff9042eb3d4,bc1jzgj6zwpxyk4stm4kw6mez4wksurjd5hafq0x2n,bc1ve4l6yt6mlt8a6a4ehentptdhuhd0tryrhgwl0n;bc1tla475f3tnjc9ypzxkudjyerzdjxt4xzc0x2vye,58529640,29264820;29263609,1211,p2wsh,NG,AS714,BURST_ACTIVITY
2026-08-29T06:31:59.495389Z,234.210.211.0,135.94.212.103,24437,8333,47bccb4f095ed95520962106556002bdcf3eb106a5c4118b1a8847b718e4e592,bc1pt6fkjhd22aql09z4kdu8k8mxalh2dln6s4khw6rjz2764c08g7zengmtaq,bc1px5furfupw6jdp28q0ggk83426jtt7tju5ee8n7lcxunma9qgxwqm3kl0ts;bc1pkl6vuehuv9pw2qhsnrvllqqglnj5524tw9jyav9k9eqfm38ufrsrmtppqj,60967140,30483570;30463592,19978,p2tr,NL,AS3356,NORMAL_BASELINE
2026-08-29T08:57:43.495389Z,190.132.130.120,74.223.16.18,11042,8333,7ea4d1d409a54d0df4087f7e012b6b5bb91d63b405d97dc8b82db3c45716ba7b,3yqMRfyQyxSQk2P5tbNXkmeGQdB3JoHGQp,3khkk7HXSJ7XCzj1mEYh7o8rzRpvVV3Wcs;3HUAgvLLWXF7fdd8MrKWShn6EnfLFBd3uC,81031122,40515561;40508574,6987,p2sh,NG,AS16509,NORMAL_BASELINE
2026-08-29T08:58:58.495389Z,65.137.2.1,252.5.1.242,44572,8333,44a142c3bf188e5073bc56815287cd3a19add90f8bc928bf64e50dc59b5190e8,bc1gvjl8gr3n0vtc932w0uy2cctzqg43wjzyqpxgk2,bc17q3z6c22svzmr4q9vsyxw7wgknmvvpx74u0t22g;bc17535rh4yh9dwrdq8m44wu7kuy4k288sef7zsaz6,10208976641,5104488320;5100912366,3575955,p2wpkh,NG,AS16509,AMOUNT_ANOMALY
2026-08-29T10:33:06.495389Z,109.221.30.189,156.47.97.153,33301,8333,44f3411a9661343a27413526f6022d0225d5656fe084164ace256d4774c4d428,1sbHZ2rugDZrWLvDA8hotdDLXWtiHk38nZ,1aBSLzBXT7oguJy5i7j5LSnmeujjuWH95c;1hFrvUza7nvHNTTC5NXtJNYbc8tvWSRRBy,2525837,1262918;1229106,33813,p2pkh,NL,AS2914,NORMAL_BASELINE
2026-08-29T12:56:40.495389Z,164.249.60.84,84.143.93.117,40970,8333,ceb5ad9dceeb771051136fc12ee17c02cb93b7f528c4776b156ac4cd03dc2c15,bc1pv3lhwn3vgz2q2wk8wz4ulq22j2yhavpgc8a37vvzl9yk7k4npg8hyjrajx,bc1pg6jxnhjcg2mk054g3dgtd6pcl864reuwv5csq3ka67txm3t33wtyyyqudh;bc1pqv3cerr2my9xqvxaka65h2wrendqpznfsvgg2apsn8xjhev35559myskvk,79374546,39687273;39649898,37375,p2tr,VE,AS3215,NORMAL_BASELINE
2026-08-29T13:20:16.495389Z,103.248.200.68,84.198.162.249,56178,8333,191dba993aa182b3b462be1fb376d2b1b32c624e7f6bdeecf08f04f55a62a309,3hCbnv6bzR97LhbfkkSmQSxGH5uQVXib3d,3nan64SaZYvnZXYRijZmqMuLeC42NgPe4D;3RXvVzpLrJGFzb1PR7tgKR661VaaJA1c9H,55568826,27784413;27780023,4390,p2sh,GB,AS16509,BURST_ACTIVITY
2026-08-29T13:32:17.495389Z,165.155.182.105,151.250.135.191,2557,8333,85fdc10a940138f3102d98f4286405713c0aeab52dda2e3ab594df85cae20061,bc1pd0tdm934aj69p9zt6f6ng3aj9978978zyt52mpnhlfe4pmj6efenc8uf8a,bc1pjyeqjhl8y7gg9jw2n2mnypy7vzwjgzq9cgzxwnej9wkrthyd70ym5vvuyq;bc1pnre8qj4uu2yp9rt82qrxcr5f4pm0j5gnykgyls8654k3r9aqc0p0vj7ucj,40456864,20228432;20227250,1182,p2tr,US,AS3356,NORMAL_BASELINE
2026-08-29T13:41:04.495389Z,37.96.160.167,155.219.236.132,34960,8333,b00bcb9423de1cdf62385a4b664cf001ef1553c953a7a3bc7ff56e4e526293f4,bc1pjnpvqcqndkt47twqnhayn90wrweknkglny7ff5qaeqrtke5t84w2hxsx78,bc1pkjshnvq7dqnlv4tk5vyvh4eav5qhykyf59kpughsfkg095n3teddxtk03w;bc1p7n6vrgzaf8l6r6j4p5eeytt7x4m7tzs06aqpe2803u5nnnwy2f96q00wln,97873095,48936547;48893120,43428,p2tr,US,AS13335,NORMAL_BASELINE
2026-08-29T13:57:34.495389Z,192.195.17.26,55.4.231.203,32583,8333,4b6b0ca8cf1dea0a2311e1963e5c89b70717591eb7b46365dfb3901aa892b60b,bc1pxv85hy78jpq99727qyvchlzmwxmg2n3c8uv3s6smfhr05gfvsegcspr68g,bc1pmqhlcw9ck3dtm7ygf0sg67m5td5k4gttwzjjj3hvlkm4mzqhkqy3tfam7k;bc1p36cga94kf8f9ggyx2wqn5we3kp9ut0x6hzxe9zr4ysujxd2tkc4v6n8s0e,53119964873,26559982436;26558871268,1111169,p2tr,NG,AS15169,AMOUNT_ANOMALY
2026-08-29T14:12:34.495389Z,143.124.174.89,198.80.162.56,1354,8333,8069eaf1190cf98fba8e14cb46fd88490cab9c9f44d66e201a8b6268230f10f5,3qjtgxPX2qj2LBvsbWuoRNqFjhiwgWCCJQ,3bKDANeZ7sjni5iFtH4EEVHkBctbB5EgVX;3XiVwxQ2JmY4F7mTJbG3RhKKMHGoy6DnmY;3Tt4HYuKZPUn1KgDMtF3oXvtsezKAiLYzC;3Q2x7FwARef6Vx4h5rF71rUbi5tp7K47J9;3g67qGZF9tKnxZvwn13xzKWA8Wy5sQq9mv;3mZFEb6FxQrfDubuBdFYMZ58R3xAa1bF27;3gbG8vf9pCvMqWku7DrP41NkjbyMh39PQC;3VF7qUJG9XHZrLu82zETiRBRsHgFJqRJQF;3EUwkzvV9xG8Ka3psY4BonBmYYfp3PC8yg;3pvDXcqR8hvAobgWDbCwkcsoy977vYKKnk;33hXaaYL7mqff7gtmPP6Q7DBsQmg3YcDui;3eTALeVXm44LjAqirxfPKzCg4oZ6eUisCn;394igsFWbaCNCYa8eHnxXZGXV1jR6aPC8q;3PTju8zkcAeSpbr2c47y7FD9W499N2Lt45;3joWaAX46RSpwE4ad9Kzktq9qQEi9bvjdk;3Et3qcr1EW8JNoYTJCbzEoUU2t5p14eEhY;3Bfz6JJWRXwaHsY5ZMNFjhtMVP4exZ8JwP;3FMxHf5WTfyfjNiPGnVG3twdPegGULo3xP;3wzuuhwXa53eNXeeXNqSwKQ6tUjoeRP5M2,68873263,3624908;3624908;3624908;3624908;3624908;3624908;3624908;3624908;3624909;3624909;3624909;3624909;3624909;3624909;3624909;3624909;3624909;3624909;3584889,40020,p2sh,GB,AS174,FAN_OUT_PEELING
2026-08-29T15:45:30.495389Z,196.102.26.176,213.195.107.116,31440,8333,6d13e9499c8aedb129241a6a7b39863762736665302aefa2046f9419d6b106ee,bc1vards0aza9yyw5j653080ltu67d4h6ww5q8sj8l,bc1pnkrprxezt8u5thta8a9g03024guykgrlw35hq4;bc12s96vay4nhuwa55wfzncjfkdwp8cqs7lmk5pp4u,37996266,18998133;18976922,21211,p2wpkh,DE,AS3356,NORMAL_BASELINE
2026-08-29T16:43:00.495389Z,151.213.24.51,94.157.204.166,6616,8333,f1a004632e00d6e3bda0004ae14d18aaf962fa2a94b5bbec5423436d162c8901,3Eyw7cFa7cnva7BWVg8Nyu2gFkbseSHUY7,3gG5udF44f6vLSPpppMYCGJTbeEbUWUa41;3LYL11he685wHirG6zXa5RYPZw8iSQntdn,17351321,8675660;8662445,13216,p2sh,NG,AS13335,NORMAL_BASELINE
2026-08-29T17:30:25.495389Z,235.16.106.170,230.157.92.164,42902,8333,b70dcd3c61c6f6e51d54c8841162ca1c68405faeb2e76354a9445146813cf92b,bc127plxvfxe7gqu5skdkx7945t9n6nxvts45rk8zw,bc1g5aqzswlwmlewzq27wxsz48u4hwlkthz7egt0n5;bc13kx6a67697v7sh584mrcfln9ntwr42h0e32rm99,91897334,45948667;45906726,41941,p2wsh,VE,AS2914,NORMAL_BASELINE
2026-08-29T17:37:18.495389Z,91.39.70.13,237.132.187.196,39266,8333,25e250365996333ce23134369004940b95a1398619b6d4fcc7be32142e5fa69c,3GGCMdRCMshGhFYUhV1Z6ngh6iEUKfACGA,35u1Tk6VVbEkVpeqjCwB3W9sJXfir7Vnn6;3taUo2H9szb1ndWAG638oewDd6VgD3zuqj,27591050,13795525;13748395,47130,p2sh,NG,AS3215,NORMAL_BASELINE
2026-08-29T18:33:26.495389Z,82.103.155.34,28.239.23.221,38033,8333,c95bfef29074856aea63a2e9c086e1e878961daee8aac35d99792a1628827b10,bc1zs35czs622tc6n0zthu5enplv64s25pcjnuu77d;bc1u7tayaw64fz32kw783td2nvvf8ne4pjdu0e3fsp;bc1t9pe907vt0qrj93tpnkrxudcp8y7stp9kdufts4;bc1z8tdt54f0dyjf3wx0v8vqwm7xk776ktquqskztz;bc17hw5uvzqnscsyd72f6v3rcdr59qmwqfvsgj6f8a;bc19460yh34244r6484pkmf3hddq4elktae3fqnkdm;bc1z7dtj486yvpq9drckgsfp0y47v0s5few8vejdxq;bc1tjnr76nwu5w2lgnpvqqgqmxfcdgt07g6xl04q7d;bc1ftcz8anazsskk2r9s9ksgg8jnlpa0vtc4cn35wl;bc1wn6zqv8vhhy9a6currtw58kpk8pn9kxgsczxlae;bc18sxrlvuu2dfdplkra0a0u0tpxpv62v5wyhrcdph;bc1cs6urejn42nevgv3cga232xhhdtrztuskhhtyg3;bc1745gv0sl0y3lwdmp39r7vk0hxkh0r9n3ghl662j;bc1p7sz6n3gn9lddcwvl7npsz3juyqmsf2n6mxz33k;bc1mfdeszxjus47ejsw65dqhhs7tgv6uvz0al9n6rq;bc1pc578qatcn3gdqeeuqmhl3tnaardchn9cjg7dzk;bc1qfnldetms0lrtxq7ymy9qcv8j546g50uz4yeut7;bc1vc6z8rvzrv9dr4u90eyqystx8sk0ckgn3qphcnc;bc19405a2rumnd8xk5v4laqjffgs0x5t4z2ufu9r89;bc19lk0th07cyzx9ndysdrmltkczvlp6nyxk3hnx5x;bc1xf3wa8umj3eu6u4z5fhmgka9c23202aw4cyr4xg;bc1xn6tykf2ycdhwrl9f2st9r2yxm5pa0zrefp80dq;bc173mthm9wyt5mu6yfuee49rmc9anejrwm7rnf40v;bc1qj6t6t5u9cweh6f6rxrp4q6vhpetf8tdzqfh33z;bc13lumhhf3vc5fswtsa0tasnj6vd5qp58enjdm84n;bc1y3kmktewlzclc534qx2fu00p0x0elgdayxndsy9;bc1cgydtn0jw4n8vjluz99cses324u4jpuxnw9mtru;bc1679pxmrjlv060ykdquzndgekwwdnmug73tzasjg;bc1dtxshdsekech8rkql6h8st7s5dyq3glxr70u38t;bc1cywpls5g83rdngs8sx6elud76nzkvy4knk64cy4;bc1u5fez3386l83vc6hc2fr8xa2duzl2ms0qw8hwxj;bc1jnsyv4n5n9ms5ad7rwv4g6hvcpct7nqllfye47m;bc15tnc8jndstsxee2x57k9tt4l3mngx9k64f9gql7;bc1mv3q80ftf9d3dzxsp6xnhv3cpfp6zmj6yvg2h9u;bc1hn4qd5ds07zp6hrrlt3lvn3lvcvs9mexy4ar952;bc14rr8hr0plqczucw3f0amtp99lv0wdjh3htlumfh;bc1heew7aml5ycn5zqt9g2hsdgd7z7j02qaus5hsm7;bc1fg5xzdzxu239g4hlft3rpgrq9p24nw7zwgasgk2;bc14nq8cvcn9vc94y7mtu5rpkv272npqp5qrm05m4d;bc17s6lugajzdcysk96vd8lgj0ynct36nr7jjg9pc3;bc1wzgkgwku8hhj3pumdse0mre3pqzp0ku20pg6w4e;bc167hgu48j2v6fhn74nrr92m96swqek00dj0kgj5h,bc1arzl98efjttqtq6a3mse8h7mr4sdccct4vq00pv,720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720452;720453;720453;720453;720453;720453;720453;720453;720453;720453;720453;720453;720453;720453;720453;720453,30238035,20964,p2wsh,VE,AS15169,FAN_IN_CONSOLIDATION
2026-08-29T18:36:53.495389Z,112.115.182.252,95.82.70.116,10785,8333,d3347a311ba8af2969789a05c9b6c4a5ff6e8588827bbb9ab7d7e09692c1dd3b,bc1pcnpqe98w36gtghfgfen5a0dxexe3x4tk5mm028nlzml2rmdtvhva6p060t,bc1p5588u8vc5tqxcfcphhzuw6ya5yplw739ydl7vvllk5dq0nle33eahsw73r;bc1p9j2ezlyaf5sxqjywxnvfsvm4pamhcm6cx8kv6n64vf4rzzhfk4gd2mxdta,79020822,39510411;39477294,33117,p2tr,KR,AS714,NORMAL_BASELINE
2026-08-29T18:37:14.495389Z,182.46.254.114,58.125.177.58,16270,8333,81026bcf3e4f02ef567166c73ba1640a3167c74db93410aed7827be8b943ff2a,bc152y7kn3lvzvw5dpyryq64dh54xyjrku25r8gn3k,bc1l62j6z6f7aggajhwtwyup0efyr6djj762mffktf;bc1zf22kss4vvmunugl03y8n8dn72sn00lhlhlgyg9,6301715,3150857;3144504,6354,p2wpkh,CN,AS16509,NORMAL_BASELINE
2026-08-29T19:08:09.495389Z,191.4.80.130,162.185.84.188,37954,8333,c5d0d386318f4bd47f10428cb035c73cdd36cd0d04001ba66042e774dc6ca853,bc1ekxzzc0zm0yuuv6lkjq4rm5wd8utdrxmpdlally,bc1ryqd8hw8t7sf8ykf7gydqjs869y8008hc5m82ev;bc1z5252a203vsvcnv7huqt7d3h83gcl4zwa3qkn7d,38007410,19003705;18975133,28572,p2wsh,DE,AS174,NORMAL_BASELINE
2026-08-29T19:42:36.495389Z,147.50.25.83,191.192.255.159,58697,8333,6dc8b61c361c8ba996d302f088faf2e324f64f37d43b4ce3f2d450a15639885f,bc1lpd6dxgh7cnanaw6rmwp04qhz73qfzm67qs95kl,bc1x82mnfq35982j2wnmzkmecs7tgjf93c9cp3u8x7;bc1hwpjymut3jwasnw2jax40d48mkgp20ssj4afqka,52401887,26200943;26173908,27036,p2wsh,CN,AS13335,NORMAL_BASELINE
2026-08-29T19:54:01.495389Z,24.55.104.194,145.21.241.38,43955,8333,d2c1d2d525464a20c6a2857409895b5c4ca6eb5c9f02ac5afede324244be1419,3oFsiHQ7VaYz4qTJQz9EJrv8M6Q9BuG5xv,3f1GkSqtN2gRdKE8QebJZygGMhaMP87fKv;3aqARtzhjotFZnuWRDP41XKGWEpZ6ZaVcZ,16109456,8054728;8052093,2635,p2sh,CN,AS16509,BURST_ACTIVITY
2026-08-29T22:00:38.495389Z,155.182.207.141,199.147.104.54,48864,8333,c99ac6ea41f0a7c947629cbb0e8093782077673d621cfb2461edefdb7660f254,bc12n34fc3vmmmdkyl22q7h5gt536y0xdu2t5dferu,bc1w0eqafkej2edumudh6l5p0w95vgkl6jyy0wjj6g;bc18tvgv6qaf3fecl0cph9htxggxs9p0hdj80vt3sd,5146440,2573220;2541593,31627,p2wpkh,JP,AS714,MULTI_SIGNAL_ANOMALY
2026-08-29T22:11:42.495389Z,253.27.3.24,171.41.56.28,6474,8333,625a88d447f98b42b1ee305705695dc0d79b2ddd6190815993813dbc4db99148,bc1mw3e7h5z7mq43ycsfl6nc4uk3vy4xp4s0ul78lm,bc17lhzylcsyydcsl6rv55k6ydckd8s25jdwg6ye4k;bc1h4lyuyueea9u8jnn2ma2adgfsc8a5chdrlrfl8d,55747690,27873845;27868231,5614,p2wsh,UA,AS15169,NORMAL_BASELINE
2026-08-29T22:27:56.495389Z,167.34.216.198,3.7.193.204,56960,8333,b14626f09a82da94ab9e4ee36c1999c689aa8656c051f6945bdbfcc57d5a817a,bc1pjfmt3g2adc4n9f4nwnqr3sghnathgswj7eg78gu2vka5v9x4sqkhdpanj5,bc1pf5shqkw9lck6wyhmsqlze2358hxz6lr02lgngh8603whp5ndys6awgagqr;bc1pwflynks2d522my2ev99nl9ldnp4rlg89ka34slne64nvy5g5h9ddz8v05p,21435070,10717535;10684662,32873,p2tr,IR,AS15169,MULTI_SIGNAL_ANOMALY
2026-08-29T22:51:03.495389Z,7.157.117.69,116.7.151.143,20111,8333,726c65226eb0ba875ed292aa5fb260e47123991c3d5fdf2a9952d8905fea8b29,1AZ1YzNwdN9CMzFyti7aKJK2iEeoYafRiG,19eK49FsNoPkdQKimuaaHBhzEGoHvJQXwY;1mCaS6E7cAQzQHnokULvzhqx246nHupNCu;1dz6uWNts4EudstVcgTXRvQ5njcwsmDY4o;1T7u3zuVUn58cbrtfP1UYdwBMSUEDrG4Ro;1C9gQiqa5jPbuHVkFMbiBjjYb2ppGWPVBo;19hezVD8tWrX2ZiyUtSrXETGnzEbAizyqf;1dtoxS6rsQDx7vhiBFReYgSUSuMVnLJSxN;1VGP9qNnzQtu8WHGaZznFpyXb5Rw7GHjRQ;1fZFswNpGwZKjakGKRqTE8fbmxhNG97HfM;1ST4fYoQLdpm4NH1HVsHKoW9XH3znE68KQ;1i5RxhUhzAL4CfBmeJJokmhJXJ7HsoidX7;16NRCXqhRUZN7FNFrdfixMJjDLupQ9gv89;1WFY8wdQcRyeyFbExA6dRYbRCzPMmTCeo6;1rRvoC7LsxYSPHyQDiDeQqXWiMEGRPZh61;1PZo84sQUroWn2fTdWegHaR2FEPdiJh8Ed;1jRMoQ2zYPAQtr7rkWUmi24EAZyVYCLWS6;1jLLKouG8EX1Vdymrmt9YGV5RyseycRPB9;1zHNypY1czNDgXD5QpVovDsk4W8anr5rkk;1TrdWDaDpvv3X8FNAgeS2MxKCEzhwHDf9m;1KumwhoAKYMifR48J339fv3TdiJaTyvbHh;1yH211Yj8Gx8D6nyZuE1mPDf47QLEZpQ3D;17jhfZcKHURSfVrRu7C8sDNHsM91SPs88Z;1ZgfSQR5ZcnvfsJ1v7oV1p9Mm4EviCrq6m;1HvV9FCPmRXqXe8Gr7Pjv7SRsCgnnguL5k;19Y2vSupf9knC8JpYi4VzggCqRMuh3nf95,37108336,1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484333;1484334;1484334;1484334;1484334;1484334;1484334;1484334;1484334;1484334;1484334;1462204,22130,p2pkh,JP,AS2914,FAN_OUT_PEELING
2026-08-29T23:03:14.495389Z,157.210.111.9,30.59.179.181,43542,8333,df212031f3a96ed5350b3356805d60a7ab35ce01830345b54784cdfa46f23b93,bc162hj08qv2c7uutuqm7udwt3mdd8dlgrkldud4jh;bc1hpn37vcskj3jx42p3smnnjg8fqlzytxwfn3rhl5;bc1n30jhfmn0sg5mv72s4y55wsux0gz7edkqqxm70v;bc1ksftekek30hxrlqdutpdvrsg79pxls3ku6jpgja;bc170xxf4zmxugv9m6r8rs8peh4572c3vn2ec49z5q;bc1cn2x27qkr4tpasd99s2m4hf800u4cu3jty3jf7j;bc16zc4e2y6kctvyddejc7p54x7gkj84wrnf0sc7qt;bc162kl2a5qyx4sex42n644ns5amwgxplcf4gsrrgx;bc13rqc4sk065cd477nnv6yzq8ufey4nvsdndwrpcd;bc1ymrmsa092tqqn6lfc0cg90vav3tg4k04zatlm52;bc18lqa27tfeyjrp03wq0p3x39t7zzzdg2zwelutle;bc12w8lgmgva9090wc3a6e3cs53husj39e957m29xe;bc1nu8tvhy7u6vykd6d9pnjd8rhh9scg4s4kh63334;bc1g9lgd4828pynra3c7any72p2lqa2vzduwxrzn9y;bc1whnella3wnm5xzwy7pa4p8n3g6gvt5943l9ft6j;bc15wzyzs96c7kmufgjcyg22y35j9f8n2ahdv4knyv,bc1tqw3halvczhpux66wk7cge0438hnuthqkd8al25,1767933;1767933;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934;1767934,28274221,12721,p2wpkh,NL,AS714,FAN_IN_CONSOLIDATION
2026-08-29T23:08:55.495389Z,41.169.218.236,60.207.94.95,42998,8333,c3d85e39a680d7db7ded505c22fd06c1924251c11555bbeaa463d187818c25ce,bc1puwdqxgkeje3txr4072vvrtw94eaj428rtyvnjd03aa99f96nm70xv35d0k,bc1pw9je8p8fcjc0sjg3l3ccwxdh58mpgmzmrexhkmndne6ej3n9lfj7su6ycd;bc1ppg5kyy286vy55vzecvhkuw0jmmzl5kmev7602f3ymeucp56qa9wldlaufm,98980591,49490295;49449050,41246,p2tr,UA,AS13335,NORMAL_BASELINE
2026-08-30T00:49:08.495389Z,119.25.127.62,117.68.237.162,63285,8333,75280f40de65616b39f78c44177d597dfa3705517836139ca7e9954d7229cf0f,bc1puh0g85cs5gzfg23y8kkzd3dxdujkmcvqtcm7dh3n88dq24v9wynqvjq5yw,bc1ppvx2cvc6gzq3lt5c5c7xqyy4jxkc9nhr67rqf47vkzk5rcmnrletdts2m6;bc1pr756kdh7ge30dhgm6zu8wnvqm9xe2ukgq7zh0ck50ez8kfj0sdh2kggrxr,73544128,36772064;36741841,30223,p2tr,GB,AS3356,NORMAL_BASELINE
2026-08-30T00:55:40.495389Z,214.79.46.220,186.250.69.66,58689,8333,795b6cb86a94e04caec6f15f023428a7f239a0e33d7b84696c416ecfe137c400,bc1pe3jlwd85wn2ycv3e0kzxz8cjdg5xduscknzjcqxzkpllcetap0cmy6md5g,bc1pslegnke7e3pgc4cvc3u5vkmcga5mln0tc4860zad5606q4wjfe2tlzvuz3;bc1prvr9kqkexuc36c7j6y2zd66j764nq5rltuufnyeuzxgdnn3wwu3aw2dxvp,4172153,2086076;2073409,12668,p2tr,DE,AS174,NORMAL_BASELINE
2026-08-30T02:46:04.495389Z,239.119.121.126,218.108.159.90,36539,8333,3954114b3ded5224d6faa4892ac95baf12b7b6c6172c837e7296e343b50d003a,bc1ar89mdwc6nxjsyqk4nmhgtfafrw0qy68ak8p98s,bc1lwnhtj0hwlerzf6auzelcgl0tneag9gemtrw2kp;bc1n5zt74u5hj4a7ytc40x7dky0e2w0fm93adpld4s,51344865,25672432;25654544,17889,p2wpkh,CN,AS2914,NORMAL_BASELINE
2026-08-30T02:47:54.495389Z,171.212.161.231,139.141.204.239,35992,8333,411bf816a96365fb00c3f92362b0627de71321b345e1aae6194ee702f5e0a2cf,32dAJ2w85uspg4hTtEouZN9Jpag1V4VqiM,3s2ZrB4QmbHQVs9WCrkrHp6ttGLDCFWyHD;3U4re979GXJXSC9mcn9jHwociZTaCx7EDN,32551729,16275864;16257728,18137,p2sh,KR,AS15169,MULTI_SIGNAL_ANOMALY
2026-08-30T03:45:54.495389Z,212.188.225.253,136.44.139.137,3313,8333,921304496b6f79dd4ecb7f4cea23d9ac84f5fcd34564922ed90426f33b5eaf21,bc1pltlyng3tnm096he0sq4ltq59uvuppreaayxslxhuh252zegh723vwfzdlk,bc1pvly8gyfcn7h8gqwd7n2srk03ad8730jmzz0yvdy3ldhm8gwe5l77eytslg;bc1pn9e5hndr75jze5q09t6hy4j06c5xkhlp8ztr4p47sx6w4a4grmsjet47gj,68293108,34146554;34137894,8660,p2tr,UA,AS714,NORMAL_BASELINE
